CustomerID,Name,Age,Gender,City,JoinDate,PurchaseAmount
163,Vijay,30,,Cuddalore,Jan 15 2023,abc
164,Kiran,,Male,Coimbatore,2023/03/10,abc
165,RAHUL,25,male,Hyderabad,2023-13-40,
166,Niyaz,30,,Delhi,Jan 15 2023,2500
167,RAHUL,28 ,male,Cuddalore,32/01/2023,1500
168,Meena,,male,Mumbai,20230115,1800
110,John Doe,,male,Coimbatore,2023/03/10,1200
170,Arun,twenty,,Madurai,2023-13-40,1200
171,Kiran,27,Female,Coimbatore,15-02-2023,1500
110,Meena,28 ,,Chennai,,1500
173,Kiran,30,,,2023-01-15,1500
110,Meena,,male, Bangalore ,2023-01-15,1200
110,RAHUL,28 ,FEMALE,,2023-13-40,abc
176,Sneha,28 ,Male,Cuddalore,32/01/2023,abc
177,Kiran,35,Female, Bangalore ,2023.04.05,1700 
178,RAHUL,25,FEMALE,Madurai,15-02-2023,2500
110,Kiran,27,Male,Hyderabad,2023/03/10,1800
110,Ramesh,,FEMALE,Mumbai,2023-01-15,1800
181,Priya,twenty,Male,Delhi,,1800
182,Priya,,,Hyderabad,20230115,1700 
183,Aisha,twenty,Male,chennai,20230115,2500
184,Arun,28 ,Male,Madurai,2023-01-15,2500
185,Sneha,27,Male,Chennai,Jan 15 2023,1200
186,,25,male,,2023-01-15,1500
110,Sneha,,Male, Bangalore ,,2500
110,Meena,25,, Bangalore ,2023-01-15,1800
189,Arun,28 ,Male,Hyderabad,2023-01-15,1700 
190,Ramesh,,Female,,2023.04.05,2500
191,Niyaz,,,Cuddalore,2023-01-15,2500
192,Sneha,30,Female,Hyderabad,2023.04.05,
193,Anu,25,FEMALE,Trichy,2023-01-15,1800
194,Mohan,27,FEMALE,Cuddalore,Jan 15 2023,
195,Ramesh,27,male,Chennai,32/01/2023,abc
196,Sneha,twenty,FEMALE,Mumbai,20230115,1500
110,Vijay,28 ,, Bangalore ,2023.04.05,1200
198,,27,Female,Mumbai,32/01/2023,abc
199,Arun,35,,chennai,2023.04.05,1800
200,Niyaz,twenty,,,2023/03/10,abc
201,Priya,,,Hyderabad,20230115,1700 
202,Aisha,,male,Madurai,,2000
203,Sneha,35,FEMALE,Hyderabad,2023.04.05,
110,RAHUL,27,, Bangalore ,2023/03/10,1500
205,Vijay,twenty,,Chennai,32/01/2023,1200
206,RAHUL,35,male,Trichy,2023-13-40,1700 
110,Kiran,30,,Chennai,Jan 15 2023,1700 
208,Niyaz,,,Trichy,32/01/2023,abc
209,Sneha,27,Female,Coimbatore,2023-13-40,1500
210,Arun,27,Male,Delhi,2023-01-15,1700 
211,Priya,30,FEMALE,Chennai,15-02-2023,2500
212,Sneha,twenty,,Trichy,Jan 15 2023,abc
213,Meena,twenty,Male,Trichy,20230115,1200
214,Karthik,35,Female,Coimbatore,32/01/2023,
110,Priya,,Female,Chennai,,2500
216,Anu,,male,Coimbatore,2023/03/10,1800
217,jane smith,30,Male,Trichy,2023/03/10,1800
218,,27,Male,Trichy,2023/03/10,
219,Mohan,28 ,,Trichy,15-02-2023,2500
220,Vijay,twenty,FEMALE,Trichy,15-02-2023,1200
110,Arun,27,FEMALE,,2023/03/10,1200
222,Aisha,,Male,Hyderabad,2023-13-40,abc
110,Meena,30,Female,Mumbai,15-02-2023,2500
224,,,,chennai,2023.04.05,1700 
225,Sneha,28 ,,Mumbai,,abc
226,Vijay,,Male,Delhi,,1200
227,Meena,30,Female,Madurai,2023/03/10,2000
228,Priya,35,male,Cuddalore,2023-13-40,1800
229,Kiran,28 ,,,,1500
230,Aisha,28 ,,Cuddalore,Jan 15 2023,2500
110,Niyaz,25,FEMALE,Cuddalore,Jan 15 2023,1500
232,Anu,,,Trichy,2023-01-15,2500
110,Priya,35,,Chennai,Jan 15 2023,2000
234,Meena,,Male,Coimbatore,20230115,
235,RAHUL,35,Female,Delhi,2023-13-40,1500
110,Ramesh,30,Male,Trichy,2023-01-15,2000
237,Anu,,Female,Coimbatore,20230115,1800
238,Vijay,35,Female,Hyderabad,20230115,2000
110,Mohan,27,Male,chennai,2023-13-40,
110,RAHUL,30,Female,Cuddalore,32/01/2023,1500
241,Mohan,25,male,Hyderabad,,abc
242,Niyaz,,Male,Hyderabad,,
110,Aisha,30,Female,Chennai,2023-13-40,abc
110,Vijay,30,FEMALE,Coimbatore,,1800
110,Niyaz,28 ,,Cuddalore,2023.04.05,2000
246,Karthik,28 ,Male,Coimbatore,2023-13-40,1800
247,jane smith,28 ,,Cuddalore,,1200
248,RAHUL,28 ,, Bangalore ,20230115,1500
249,RAHUL,30,Male,Cuddalore,15-02-2023,2000
250,Sneha,,,Chennai,15-02-2023,2500
251,Kiran,twenty,Male,chennai,15-02-2023,
252,Karthik,28 ,,Trichy,Jan 15 2023,2500
253,Aisha,twenty,male, Bangalore ,2023-13-40,
110,Aisha,,male,Mumbai,,1500
255,John Doe,35,,Hyderabad,32/01/2023,2500
256,Mohan,,,Cuddalore,32/01/2023,abc
257,Vijay,27,male,chennai,32/01/2023,2500
258,Mohan,30,,Chennai,2023-13-40,1500
259,Anu,30,,Coimbatore,2023-13-40,1200
260,Priya,28 ,,Delhi,,1800
261,Priya,28 ,,,2023-13-40,
262,Sneha,25,male,Chennai,,1200
263,Sneha,,male,Cuddalore,15-02-2023,1800
110,Ramesh,28 ,,Delhi,Jan 15 2023,1800
265,Niyaz,28 ,,,Jan 15 2023,1700 
110,Anu,25,male,Chennai,32/01/2023,2500
110,Sneha,twenty,male,Madurai,2023/03/10,abc
268,Karthik,25,male,Coimbatore,2023.04.05,2000
269,Meena,28 ,FEMALE,Delhi,15-02-2023,1500
270,Arun,35,Female,Trichy,2023-01-15,
271,Niyaz,28 ,,chennai,20230115,1700 
272,Aisha,30,Male,chennai,20230115,1200
110,Karthik,,,Trichy,20230115,1700 
274,Kiran,25,Female,Coimbatore,,1500
110,Vijay,28 ,,Hyderabad,,
276,,35,FEMALE, Bangalore ,2023/03/10,1700 
277,RAHUL,,male, Bangalore ,,2500
278,Sneha,25,male,Mumbai,2023-13-40,2000
279,Arun,35,Male,Trichy,,1700 
110,jane smith,twenty,male,Trichy,2023.04.05,2500
281,Meena,30,FEMALE,Madurai,15-02-2023,1800
282,Meena,,Male,Hyderabad,,
110,Priya,27,,chennai,2023/03/10,1800
110,Niyaz,35,,chennai,Jan 15 2023,abc
285,John Doe,28 ,Female, Bangalore ,20230115,2500
286,Arun,35,Female,Mumbai,2023-13-40,1500
110,jane smith,,,chennai,32/01/2023,2000
110,jane smith,30,,Hyderabad,32/01/2023,1500
289,Mohan,28 ,Male,Cuddalore,Jan 15 2023,abc
290,Anu,twenty,male,Mumbai,20230115,1700 
291,Anu,35,Male, Bangalore ,32/01/2023,1200
110,Karthik,35,, Bangalore ,32/01/2023,
110,jane smith,27,FEMALE,,2023.04.05,1700 
294,Sneha,27,,Trichy,15-02-2023,1200
295,Priya,30,,Mumbai,2023/03/10,
296,Karthik,28 ,Male,Mumbai,15-02-2023,1700 
110,Mohan,,,chennai,2023-13-40,1800
298,Aisha,27,,Chennai,Jan 15 2023,1800
299,Niyaz,35,Male, Bangalore ,,abc
300,Sneha,25,male,Coimbatore,2023-13-40,2000
301,jane smith,twenty,FEMALE,Delhi,Jan 15 2023,1200
302,Sneha,27,Female,Delhi,20230115,abc
303,RAHUL,27,Male,Madurai,2023-01-15,1200
304,Aisha,30,FEMALE,Delhi,,
110,jane smith,twenty,,Madurai,,1700 
306,Arun,,Female,,20230115,1500
110,RAHUL,27,male, Bangalore ,2023-13-40,2500
308,Arun,twenty,male,Delhi,2023/03/10,1200
110,Meena,,,Trichy,2023-01-15,abc
110,John Doe,30,male,Chennai,2023.04.05,abc
311,Ramesh,28 ,male,Delhi,2023.04.05,1800
312,Arun,30,Male,Trichy,2023-01-15,1800
313,Vijay,25,male,Chennai,15-02-2023,1200
314,John Doe,,,Chennai,2023-13-40,abc
110,Niyaz,twenty,Male,chennai,2023.04.05,
316,Anu,,male,Madurai,32/01/2023,1200
317,Meena,35,,Mumbai,2023/03/10,2500
110,Vijay,27,, Bangalore ,15-02-2023,1200
319,Karthik,twenty,,Cuddalore,2023.04.05,1200
320,,twenty,Male,chennai,15-02-2023,
321,Niyaz,,male,Madurai,2023-01-15,2000
110,,35,male,Hyderabad,2023-01-15,1800
323,Aisha,,Male,Hyderabad,Jan 15 2023,
324,Priya,28 ,,Delhi,,1500
110,,twenty,,chennai,2023-13-40,1700 
326,Ramesh,twenty,Female,Chennai,2023-13-40,1700 
110,Meena,30,Female, Bangalore ,15-02-2023,1200
328,Ramesh,35,Female,Trichy,Jan 15 2023,
329,Karthik,,Female,Coimbatore,Jan 15 2023,
330,Ramesh,,,Delhi,Jan 15 2023,2500
331,Kiran,,Male,,32/01/2023,1500
332,Ramesh,28 ,,,2023/03/10,
110,Ramesh,27,,Mumbai,Jan 15 2023,
334,jane smith,,,Hyderabad,2023-13-40,1200
335,John Doe,25,male,Trichy,2023/03/10,1700 
110,Niyaz,twenty,Male,Delhi,2023/03/10,1500
337,Anu,35,,Hyderabad,,2500
338,Vijay,,Female,Chennai,20230115,1700 
339,Kiran,,,,20230115,1800
340,Priya,35,FEMALE,,,1200
341,Mohan,30,,Cuddalore,2023-13-40,1500
342,,30,Male,,,abc
343,Aisha,27,,Delhi,2023.04.05,abc
344,John Doe,twenty,,Coimbatore,2023.04.05,abc
345,Sneha,35,,,15-02-2023,
110,Niyaz,27,Female,,Jan 15 2023,2000
347,RAHUL,30,male,Delhi,15-02-2023,2500
348,,30,Female,Trichy,,1800
110,jane smith,,FEMALE,Coimbatore,2023-13-40,1200
350,,35,Male,Madurai,2023-01-15,
110,Aisha,twenty,,Madurai,32/01/2023,1500
110,,30,, Bangalore ,2023/03/10,1700 
353,Kiran,twenty,,Chennai,2023/03/10,2500
110,Sneha,27,male,Mumbai,15-02-2023,2000
355,Arun,twenty,,Mumbai,2023-01-15,1800
356,Meena,25,,Mumbai,32/01/2023,1700 
357,jane smith,twenty,male,Trichy,20230115,abc
110,Mohan,35,,Coimbatore,20230115,1200
359,Mohan,25,,Cuddalore,2023.04.05,1500
360,Mohan,27,Female,,2023.04.05,1500
361,Ramesh,,Male,Hyderabad,2023-13-40,1500
362,Karthik,twenty,,Cuddalore,2023.04.05,2500
363,Aisha,twenty,male, Bangalore ,2023.04.05,1800
364,Aisha,25,male,chennai,15-02-2023,1500
110,Meena,,male,Mumbai,2023.04.05,2000
110,Anu,,Female,Mumbai,Jan 15 2023,2000
367,Mohan,twenty,FEMALE,Mumbai,2023-13-40,1500
368,Ramesh,,FEMALE,Mumbai,,1700 
110,Mohan,27,FEMALE,chennai,32/01/2023,
370,Mohan,35,,Cuddalore,2023-13-40,1200
371,,twenty,Male,Cuddalore,20230115,1800
372,Ramesh,27,male,Mumbai,2023.04.05,abc
110,Sneha,,Female,chennai,Jan 15 2023,abc
374,Niyaz,28 ,Female,Madurai,2023.04.05,2500
110,Ramesh,,Male,Delhi,2023/03/10,2000
376,Niyaz,27,FEMALE,Hyderabad,2023.04.05,1500
377,Meena,,FEMALE,Hyderabad,32/01/2023,1200
378,,25,male,Cuddalore,2023-13-40,2500
379,Ramesh,27,FEMALE,Chennai,2023-13-40,2500
110,jane smith,28 ,,Trichy,2023-01-15,1800
381,,30,male,chennai,Jan 15 2023,
382,Ramesh,,Male,Coimbatore,2023-01-15,2000
383,Mohan,28 ,male,Cuddalore,32/01/2023,
384,Priya,,,Madurai,Jan 15 2023,1200
385,jane smith,27,Female,Mumbai,15-02-2023,
110,jane smith,25,FEMALE,Mumbai,2023/03/10,1800
387,Anu,,,,20230115,2000
388,Arun,35,Male,,20230115,1700 
110,Sneha,,FEMALE,Trichy,Jan 15 2023,
390,Arun,twenty,,Cuddalore,2023.04.05,1500
391,Aisha,twenty,,Delhi,20230115,abc
392,John Doe,,,Coimbatore,20230115,1800
393,Priya,25,Female,Cuddalore,32/01/2023,1200
110,Sneha,twenty,Female,Coimbatore,2023.04.05,1700 
395,John Doe,,male,Mumbai,2023.04.05,2000
396,John Doe,30,,Trichy,Jan 15 2023,1700 
397,Karthik,25,Female,Hyderabad,2023-01-15,2000
398,Arun,,male, Bangalore ,20230115,1800
399,RAHUL,,,Delhi,2023.04.05,1500
400,Ramesh,25,male,Coimbatore,2023.04.05,1200
401,John Doe,twenty,,Madurai,2023-13-40,1800
402,Kiran,25,,Hyderabad,32/01/2023,1500
403,Meena,28 ,FEMALE,chennai,32/01/2023,
404,Priya,,Male,Cuddalore,2023-01-15,1800
405,Aisha,28 ,Male,chennai,2023-13-40,
406,Arun,,male,chennai,32/01/2023,1700 
110,Vijay,,,chennai,15-02-2023,2000
408,Priya,twenty,FEMALE,Delhi,20230115,1200
409,Sneha,,male,,2023-13-40,2000
410,Vijay,,, Bangalore ,2023-01-15,1500
110,Niyaz,28 ,FEMALE,Coimbatore,Jan 15 2023,1500
110,RAHUL,25,Female,Delhi,20230115,2000
110,Arun,25,male,Cuddalore,20230115,1200
110,jane smith,30,,Cuddalore,,1700 
415,Mohan,twenty,Female,Cuddalore,32/01/2023,1500
416,Sneha,35,male,Cuddalore,2023-13-40,1800
417,Karthik,twenty,,chennai,2023.04.05,1800
418,Arun,27,FEMALE,Hyderabad,15-02-2023,1800
110,,,male,Madurai,2023-01-15,1800
420,jane smith,25,Male,Mumbai,32/01/2023,2000
110,Karthik,30,FEMALE,Delhi,2023-13-40,2000
422,John Doe,28 ,,,15-02-2023,2500
423,Arun,27,Female,chennai,15-02-2023,2000
110,Karthik,30,Male,Hyderabad,,1200
425,Meena,30,Female,Delhi,32/01/2023,abc
426,Aisha,twenty,,chennai,Jan 15 2023,abc
427,Ramesh,twenty,Male,Madurai,2023/03/10,
110,Sneha,28 ,FEMALE,Coimbatore,2023-01-15,2000
429,Arun,35,Male,,Jan 15 2023,1200
110,Meena,,,Hyderabad,2023-13-40,abc
431,Meena,,,Coimbatore,Jan 15 2023,1700 
432,Ramesh,27,Male,Hyderabad,2023/03/10,2500
433,Anu,30,,Delhi,20230115,2000
434,Sneha,,,Madurai,2023-01-15,1800
435,Arun,,Female, Bangalore ,2023-13-40,2500
436,Meena,28 ,Male,chennai,15-02-2023,1800
437,Aisha,27,,Delhi,20230115,2000
110,,28 ,,chennai,2023-13-40,1700 
439,Niyaz,25,Male,Delhi,20230115,2000
440,Anu,twenty,FEMALE, Bangalore ,32/01/2023,1200
110,RAHUL,,,Cuddalore,2023/03/10,1700 
442,Arun,27,FEMALE, Bangalore ,20230115,abc
443,Aisha,30,,Hyderabad,15-02-2023,
444,John Doe,,, Bangalore ,32/01/2023,1500
445,Mohan,30,,Mumbai,2023-13-40,
446,,25,,chennai,20230115,2000
447,Aisha,28 ,Male,Coimbatore,2023.04.05,2000
448,Ramesh,twenty,FEMALE,Cuddalore,2023-01-15,
110,Meena,,male,Coimbatore,2023-01-15,1700 
450,Priya,twenty,Female,chennai,32/01/2023,2000
110,Sneha,35,male,Delhi,2023/03/10,1700 
452,Niyaz,30,, Bangalore ,20230115,2500
453,Sneha,,Male,Delhi,2023-13-40,
454,Priya,,,Mumbai,Jan 15 2023,
455,Vijay,twenty,FEMALE,Mumbai,2023.04.05,abc
110,Sneha,,,Hyderabad,2023.04.05,1800
110,jane smith,27,FEMALE,Mumbai,20230115,1200
458,Ramesh,,male,chennai,Jan 15 2023,
459,jane smith,30,FEMALE,Chennai,Jan 15 2023,abc
460,Niyaz,,,Madurai,20230115,
110,,,Male,Delhi,2023/03/10,2000
462,Vijay,,Male,Hyderabad,2023-13-40,1700 
463,RAHUL,,male,Hyderabad,,1200
464,jane smith,30,Female,Chennai,Jan 15 2023,
465,Aisha,28 ,Female,Madurai,2023-01-15,1500
466,John Doe,27,male,Mumbai,2023/03/10,1200
467,Aisha,35,,Trichy,20230115,2000
468,Niyaz,30,Female,chennai,2023-13-40,
469,jane smith,30,Female,chennai,2023-13-40,2500
110,Vijay,30,,Madurai,2023/03/10,2000
110,Anu,30,,Cuddalore,2023-01-15,1200
472,,25,FEMALE,Hyderabad,2023.04.05,abc
473,Arun,27,Female, Bangalore ,Jan 15 2023,2500
474,Niyaz,twenty,male,chennai,2023.04.05,
475,Meena,,Male,,Jan 15 2023,2500
476,,25,Female,Madurai,32/01/2023,2000
477,Aisha,27,FEMALE,Hyderabad,2023-01-15,1700 
478,Karthik,,Male,Trichy,20230115,1200
110,jane smith,35,Male,Mumbai,,1700 
480,Karthik,27,Male, Bangalore ,15-02-2023,1800
481,Aisha,35,,,2023-13-40,1500
482,Kiran,,,Trichy,,1200
110,Sneha,28 ,male,Hyderabad,,
484,,twenty,, Bangalore ,15-02-2023,2000
485,Anu,28 ,FEMALE,Hyderabad,15-02-2023,
486,RAHUL,25,Male,Delhi,32/01/2023,1800
487,Arun,,Female,,32/01/2023,2000
488,Priya,30,Female,Cuddalore,2023/03/10,1500
489,Kiran,,Female,,32/01/2023,
490,Mohan,30,,Trichy,2023-13-40,1200
491,Karthik,30,Female,Mumbai,20230115,1200
492,jane smith,30,FEMALE,chennai,32/01/2023,1800
110,Aisha,,Male,,32/01/2023,2000
494,Niyaz,25,Female,Chennai,2023-13-40,1200
110,Sneha,,FEMALE,,32/01/2023,abc
496,John Doe,25,,,2023/03/10,1500
497,Mohan,28 ,Female,Trichy,2023-13-40,abc
498,Ramesh,35,, Bangalore ,15-02-2023,2000
499,RAHUL,,Female,Chennai,2023-13-40,1500
500,jane smith,35,male,Madurai,,
110,Aisha,28 ,FEMALE,,32/01/2023,abc
502,Karthik,,Female, Bangalore ,32/01/2023,1200
503,Meena,28 ,Male,Delhi,15-02-2023,2000
504,Niyaz,,,Madurai,,1700 
505,Karthik,,,Hyderabad,,abc
110,Niyaz,,,Delhi,2023.04.05,1500
507,Ramesh,28 ,Male,Hyderabad,15-02-2023,2000
110,Aisha,28 ,FEMALE,Madurai,2023-01-15,2500
509,Aisha,35,Male,Chennai,2023-13-40,2000
510,Arun,27,male,Chennai,,1700 
511,RAHUL,,,Madurai,2023-13-40,1800
512,Anu,28 ,,Madurai,2023/03/10,1500
513,Mohan,,,chennai,2023-01-15,1700 
110,Niyaz,30,, Bangalore ,2023-01-15,1500
515,Niyaz,30,,Trichy,32/01/2023,1200
516,Kiran,35,Male, Bangalore ,2023-13-40,abc
110,Karthik,25,FEMALE,Trichy,2023-13-40,1200
518,Niyaz,35,,Hyderabad,2023-13-40,1700 
519,Mohan,,Male,Mumbai,32/01/2023,1700 
520,Mohan,30,Male,Hyderabad,2023/03/10,1700 
110,Karthik,,,Coimbatore,,2000
110,Niyaz,28 ,FEMALE,Madurai,2023/03/10,1800
523,Vijay,twenty,male,Hyderabad,32/01/2023,2000
524,John Doe,35,Male,Cuddalore,2023-01-15,abc
525,RAHUL,35,,chennai,20230115,abc
526,Anu,,,,15-02-2023,abc
527,Meena,30,Male,Cuddalore,2023-01-15,
110,Arun,28 ,Female,Chennai,Jan 15 2023,1500
529,Vijay,,FEMALE, Bangalore ,2023.04.05,1500
530,John Doe,25,,Mumbai,32/01/2023,1700 
531,Anu,25,FEMALE,Trichy,,abc
532,Ramesh,,Male,Coimbatore,2023/03/10,
533,Vijay,35,Female, Bangalore ,32/01/2023,1800
534,Priya,,,Mumbai,32/01/2023,1700 
535,Arun,twenty,male,Delhi,2023.04.05,2500
536,jane smith,twenty,Female,Mumbai,32/01/2023,1200
537,Ramesh,twenty,Male,,15-02-2023,
538,Aisha,35,FEMALE,Hyderabad,32/01/2023,1200
539,John Doe,27,FEMALE,Coimbatore,Jan 15 2023,1800
540,Arun,,,,Jan 15 2023,
541,Niyaz,30,,Chennai,2023-01-15,1800
542,Meena,,,Mumbai,15-02-2023,1700 
110,Priya,30,Male,Delhi,Jan 15 2023,
110,jane smith,28 ,, Bangalore ,2023/03/10,2000
545,Meena,25,FEMALE,,2023-01-15,1200
546,Aisha,,,chennai,32/01/2023,1800
547,Karthik,25,Male,Chennai,15-02-2023,2500
110,John Doe,35,Female,chennai,2023-01-15,2500
549,Meena,27,male,Chennai,,abc
550,Sneha,28 ,Female,Madurai,Jan 15 2023,1200
551,John Doe,,,Mumbai,2023-13-40,abc
552,Anu,twenty,Female,,2023-13-40,1200
553,Kiran,30,FEMALE,Delhi,2023-01-15,1800
110,jane smith,35,,Hyderabad,20230115,1800
110,jane smith,27,,chennai,20230115,1800
110,Sneha,30,,Trichy,2023-01-15,1500
557,Anu,,male,Delhi,2023/03/10,1500
110,Mohan,28 ,,Cuddalore,2023.04.05,1200
559,Karthik,30,,Trichy,2023-01-15,2000
560,,,Male,Cuddalore,Jan 15 2023,1800
561,Aisha,,FEMALE,Madurai,2023-13-40,1700 
562,John Doe,25,Female,Cuddalore,32/01/2023,
110,Priya,35,FEMALE,Chennai,2023.04.05,
564,John Doe,,,,2023.04.05,1800
565,Vijay,twenty,,Trichy,2023/03/10,1500
566,Anu,30,FEMALE,,2023-01-15,2500
110,Anu,twenty,FEMALE,Cuddalore,2023-01-15,1200
110,John Doe,27,Female,Trichy,15-02-2023,1700 
569,Meena,twenty,Male,Madurai,32/01/2023,1200
570,Kiran,,FEMALE,Delhi,2023/03/10,1700 
571,Aisha,27,Female,,Jan 15 2023,2500
572,RAHUL,30,Male,Coimbatore,2023/03/10,1500
573,Ramesh,30,male, Bangalore ,Jan 15 2023,
110,jane smith,25,,,2023/03/10,1500
575,Arun,30,Female, Bangalore ,32/01/2023,1200
576,Sneha,twenty,male,Mumbai,2023-01-15,1200
577,Vijay,twenty,male,,2023.04.05,1800
578,Vijay,30,male,chennai,15-02-2023,1500
110,Priya,28 ,Male,Coimbatore,Jan 15 2023,1800
580,Ramesh,,FEMALE,Trichy,2023/03/10,2000
581,Mohan,twenty,male,Mumbai,2023/03/10,2500
582,Karthik,35,FEMALE,Delhi,,1700 
583,Vijay,30,,Chennai,Jan 15 2023,1800
584,Niyaz,30,Male,Chennai,2023.04.05,2000
585,Niyaz,28 ,Male, Bangalore ,2023/03/10,2000
586,Meena,25,,Madurai,2023-01-15,1800
110,Mohan,,Female,Delhi,15-02-2023,2000
588,Kiran,30,Female, Bangalore ,2023-01-15,2500
110,Kiran,30,Female,Cuddalore,15-02-2023,1200
590,Meena,27,Male, Bangalore ,2023-01-15,1700 
591,Aisha,30,male,Delhi,2023.04.05,2000
592,Priya,,,Cuddalore,,2000
593,,35,, Bangalore ,2023-13-40,2000
594,Sneha,27,Female,Hyderabad,,1700 
595,Mohan,27,FEMALE,Mumbai,Jan 15 2023,1500
596,Priya,twenty,male,Hyderabad,Jan 15 2023,1800
597,Ramesh,28 ,FEMALE,Mumbai,2023.04.05,1700 
598,Niyaz,30,Male,Delhi,2023.04.05,1200
599,Niyaz,30,Female,Trichy,,2000
110,Anu,twenty,FEMALE,Chennai,32/01/2023,1500
601,Aisha,25,male,Hyderabad,20230115,1800
110,Aisha,30,Female,,Jan 15 2023,1200
110,Vijay,twenty,Male,chennai,,1700 
604,Arun,30,male, Bangalore ,32/01/2023,abc
605,Ramesh,25,,Trichy,32/01/2023,
606,Niyaz,,,chennai,2023-01-15,1800
110,jane smith,twenty,male,,Jan 15 2023,
608,RAHUL,,,chennai,15-02-2023,1200
609,Kiran,35,Female,Trichy,20230115,2000
110,Ramesh,35,FEMALE,Coimbatore,2023/03/10,1200
611,Meena,25,,Hyderabad,2023.04.05,1800
612,Sneha,twenty,,Mumbai,2023-13-40,2500
613,Arun,,male,Chennai,20230115,1500
110,Vijay,,,Hyderabad,32/01/2023,abc
110,Ramesh,,male,Coimbatore,2023/03/10,1800
616,Kiran,30,Female,Madurai,20230115,1800
110,Mohan,twenty,,Coimbatore,32/01/2023,1700 
618,RAHUL,25,,Chennai,20230115,
619,jane smith,twenty,FEMALE,Mumbai,,2500
620,Meena,35,FEMALE,,20230115,1700 
621,Karthik,,FEMALE,chennai,2023-13-40,abc
622,jane smith,30,male,Hyderabad,15-02-2023,abc
623,Aisha,35,Male,Chennai,2023/03/10,1700 
624,jane smith,28 ,male,chennai,2023-01-15,2000
625,Karthik,35,FEMALE,Trichy,20230115,2500
626,Anu,35,,Delhi,2023-01-15,
627,Anu,27,male,Madurai,15-02-2023,2000
628,Sneha,35,Male,Trichy,2023.04.05,1500
629,Vijay,27,Male,,2023.04.05,abc
630,Aisha,30,,Delhi,2023.04.05,1200
631,Mohan,27,Male,Mumbai,20230115,1700 
110,Ramesh,,Female,Madurai,2023/03/10,1200
